tweet_id,source,text,rating_numerator,rating_denominator,name,likes,retweets,year,month,day,p1,p2,p3,stage
811627233043480576,Twitter for Iphone,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn,10,10,Augie,12089,2856,2016,December,Wednesday,beagle,Pembroke,wire-haired_fox_terrier,
811386762094317568,Twitter for Iphone,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,11,10,Craig,19889,5993,2016,December,Wednesday,Pembroke,Cardigan,beagle,pupper
810984652412424192,Twitter for Iphone,"Meet Sam. She smiles 24/7 &amp; secretly aspires to be a reindeer. 
Keep Sam smiling by clicking and sharing this link:
https://t.co/98tB8y7y7t https://t.co/LouL5vdvxx",24,7,Sam,5062,1335,2016,December,Monday,golden_retriever,Tibetan_mastiff,Labrador_retriever,
810896069567610880,Twitter for Iphone,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV",11,10,Hunter,8553,1646,2016,December,Monday,flat-coated_retriever,Labrador_retriever,curly-coated_retriever,
810657578271330305,Twitter for Iphone,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue https://t.co/MXd0AGDsRJ,11,10,Pavlov,10439,2471,2016,December,Monday,malamute,Siberian_husky,Eskimo_dog,
810284430598270976,Twitter for Iphone,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,13,10,Phil,33354,10504,2016,December,Sunday,malamute,Eskimo_dog,Tibetan_mastiff,
810254108431155201,Twitter for Iphone,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https://t.co/DrsrQkEfnb",12,10,Gus,13993,3169,2016,December,Saturday,Staffordshire_bullterrier,American_Staffordshire_terrier,Border_terrier,
809920764300447744,Twitter for Iphone,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https://t.co/HIraYS1Bzo",10,10,None,14798,3687,2016,December,Saturday,Norwich_terrier,toy_poodle,miniature_poodle,
809448704142938112,Twitter for Iphone,"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo",12,10,None,6614,1371,2016,December,Thursday,Greater_Swiss_Mountain_dog,Cardigan,English_springer,
809220051211603969,Twitter for Iphone,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately https://t.co/wHu15q2Q6p,12,10,Kyro,18912,5256,2016,December,Thursday,Pomeranian,Samoyed,Pembroke,
809084759137812480,Twitter for Iphone,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed https://t.co/nadm8yWZ4h",11,10,Wallace,12582,3308,2016,December,Wednesday,vizsla,bloodhound,Labrador_retriever,
808838249661788160,Twitter for Iphone,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,13,10,Ito,9653,2868,2016,December,Wednesday,Rottweiler,miniature_pinscher,kelpie,
808733504066486276,Twitter for Iphone,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue https://t.co/xQfrbNK3HD,12,10,None,7517,2035,2016,December,Tuesday,seat_belt,toy_poodle,golden_retriever,pupper
808501579447930884,Twitter for Iphone,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 https://t.co/SQhyqrr8px,12,10,Koda,10768,2456,2016,December,Tuesday,Airedale,cocker_spaniel,Irish_terrier,
808106460588765185,Twitter for Iphone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,12,10,None,8398,2071,2016,December,Monday,golden_retriever,Labrador_retriever,Great_Pyrenees,"doggo,pupper"
808001312164028416,Twitter for Iphone,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester https://t.co/O9iGgvfuzl,12,10,Cooper,11864,3318,2016,December,Sunday,Labrador_retriever,Staffordshire_bullterrier,American_Staffordshire_terrier,
807621403335917568,Twitter for Iphone,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,14,10,Ollie,13871,3394,2016,December,Saturday,golden_retriever,cocker_spaniel,chow,pupper
807106840509214720,Twitter for Iphone,This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d,13,10,Stephan,111771,51730,2016,December,Friday,Chihuahua,Pomeranian,toy_terrier,
807010152071229440,Twitter for Iphone,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop https://t.co/fhgP6vSfhX,12,10,Lennon,12491,3638,2016,December,Thursday,golden_retriever,Irish_setter,Welsh_springer_spaniel,
806629075125202948,Twitter for Iphone,"""Good afternoon class today we're going to learn what makes a good boy so good"" 13/10 https://t.co/f1h2Fsalv9",13,10,None,70694,32425,2016,December,Wednesday,Arabian_camel,house_finch,cocker_spaniel,
806542213899489280,Twitter for Iphone,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h,11,10,Waffles,9747,2219,2016,December,Wednesday,vizsla,Brittany_spaniel,Chesapeake_Bay_retriever,
806219024703037440,Twitter for Iphone,We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating... 11/10 https://t.co/IZidSrBvhi,11,10,incredibly,6143,1134,2016,December,Tuesday,chow,Pomeranian,Eskimo_dog,
805932879469572096,Twitter for Iphone,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10 https://t.co/Zcwr8LgoO8,12,10,Major,7895,1804,2016,December,Tuesday,Norwegian_elkhound,keeshond,Leonberg,
805826884734976000,Twitter for Iphone,This is Duke. He is not a fan of the pupporazzi. 12/10 https://t.co/SgpBVYIL18,12,10,Duke,6247,1717,2016,December,Monday,Siberian_husky,American_Staffordshire_terrier,Eskimo_dog,
805520635690676224,Twitter for Iphone,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke https://t.co/zacX7S6GyJ,13,10,Zeke,5490,1552,2016,December,Sunday,malinois,German_shepherd,Border_terrier,
805207613751304193,Twitter for Iphone,This is Shooter. He's doing quite the snowy zoom. 12/10 https://t.co/lHy4Xbyhd9,12,10,Shooter,7490,1629,2016,December,Sunday,Pembroke,Rhodesian_ridgeback,Cardigan,
804738756058218496,Twitter for Iphone,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10 https://t.co/kQVQoOW9NZ,12,10,Django,13004,3604,2016,December,Friday,Tibetan_mastiff,German_shepherd,Leonberg,
803773340896923648,Twitter for Iphone,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt,12,10,Diogi,9572,2591,2016,November,Wednesday,miniature_pinscher,redbone,Irish_terrier,puppo
803638050916102144,Twitter for Iphone,Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX,13,10,None,10392,3888,2016,November,Tuesday,Labrador_retriever,golden_retriever,Great_Pyrenees,pupper
803276597545603072,Twitter for Iphone,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck https://t.co/jxQhxoPsgL,11,10,Winston,9568,2302,2016,November,Monday,Pembroke,chow,golden_retriever,
802952499103731712,Twitter for Iphone,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh,12,10,Marley,8586,1876,2016,November,Sunday,chow,golden_retriever,Pomeranian,
802572683846291456,Twitter for Iphone,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution https://t.co/EFfLCP7oQv,12,10,Winnie,8530,2361,2016,November,Saturday,golden_retriever,Labrador_retriever,cocker_spaniel,
802265048156610565,Twitter for Iphone,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",11,10,None,6626,1300,2016,November,Friday,Labrador_retriever,beagle,Rhodesian_ridgeback,"doggo,pupper"
802239329049477120,Twitter for Iphone,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,12,10,Loki,8660,2462,2016,November,Friday,Eskimo_dog,Siberian_husky,malamute,puppo
801958328846974976,Twitter for Iphone,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65,12,10,Ronnie,7372,1599,2016,November,Friday,Staffordshire_bullterrier,American_Staffordshire_terrier,Labrador_retriever,
801538201127157760,Twitter for Iphone,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe,12,10,Wallace,7829,1954,2016,November,Wednesday,Pembroke,Cardigan,Shetland_sheepdog,
801167903437357056,Twitter for Iphone,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,13,10,Milo,23206,5527,2016,November,Tuesday,cocker_spaniel,Dandie_Dinmont,English_setter,
801115127852503040,Twitter for Iphone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,12,10,Bones,7685,1986,2016,November,Tuesday,dalmatian,English_setter,bluetick,"doggo,pupper"
800751577355128832,Twitter for Iphone,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10 https://t.co/4UwCTW3lXG,12,10,Mauve,10101,2639,2016,November,Monday,cocker_spaniel,miniature_poodle,toy_poodle,
800513324630806528,Twitter for Iphone,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm,11,10,Chef,12512,2834,2016,November,Monday,Pembroke,Cardigan,Chihuahua,
800388270626521089,Twitter for Iphone,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,12,10,Doc,10633,2638,2016,November,Sunday,golden_retriever,Pembroke,collie,floofer
800141422401830912,Twitter for Iphone,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,13,10,Peaches,14530,2398,2016,November,Sunday,golden_retriever,kuvasz,Labrador_retriever,
799757965289017345,Twitter for Iphone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,13,10,Sobe,7988,2005,2016,November,Friday,Border_collie,collie,Shetland_sheepdog,doggo
799422933579902976,Twitter for Iphone,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 12/10 would hug softly https://t.co/bpLuQuxzHZ,12,10,Longfellow,7695,1802,2016,November,Friday,miniature_pinscher,redbone,toy_terrier,
799297110730567681,Twitter for Iphone,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet https://t.co/YDtZcAiMAf,11,10,Jeffrey,9402,2569,2016,November,Thursday,malamute,Siberian_husky,Eskimo_dog,
799063482566066176,Twitter for Iphone,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm,11,10,Mister,7703,2342,2016,November,Thursday,Norfolk_terrier,Norwich_terrier,Australian_terrier,
798933969379225600,Twitter for Iphone,This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL,12,10,Iroh,12442,4163,2016,November,Wednesday,Siberian_husky,Eskimo_dog,malamute,
798925684722855936,Twitter for Iphone,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow https://t.co/8yvpacwBcu,11,10,Shadow,7166,1363,2016,November,Wednesday,West_Highland_white_terrier,cairn,Norfolk_terrier,
798209839306514432,Twitter for Iphone,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81,13,10,Cooper,9934,2425,2016,November,Monday,Pekinese,Shih-Tzu,Pomeranian,
797971864723324932,Twitter for Iphone,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af https://t.co/GRWPgNKt2z,12,10,None,10971,2894,2016,November,Monday,American_Staffordshire_terrier,Chihuahua,Staffordshire_bullterrier,pupper
797545162159308800,Twitter for Iphone,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB,12,10,Cassie,13895,4625,2016,November,Saturday,Pembroke,Cardigan,papillon,
797236660651966464,Twitter for Iphone,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi,12,10,Pancake,18958,6170,2016,November,Saturday,collie,Border_collie,kelpie,
796865951799083009,Twitter for Iphone,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet https://t.co/Jgnuiyvq06,12,10,Tyr,7325,1830,2016,November,Friday,Cardigan,Boston_bull,Pembroke,
796759840936919040,Twitter for Iphone,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI,11,10,Romeo,11219,2840,2016,November,Thursday,American_Staffordshire_terrier,Staffordshire_bullterrier,Weimaraner,
796484825502875648,Twitter for Iphone,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,12,10,None,7199,1655,2016,November,Wednesday,cocker_spaniel,seat_belt,Australian_terrier,doggo
796387464403357696,Twitter for Iphone,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well https://t.co/cVLUasbKA5,12,10,Snicku,10475,3896,2016,November,Wednesday,Pekinese,Pomeranian,Siamese_cat,
796149749086875649,Twitter for Iphone,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,11,10,Ruby,30567,13394,2016,November,Wednesday,golden_retriever,Labrador_retriever,seat_belt,
796116448414461957,Twitter for Iphone,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10 https://t.co/7i0bDMbrVN,11,10,None,8652,2256,2016,November,Tuesday,Cardigan,Pembroke,papillon,
796031486298386433,Twitter for Iphone,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL,13,10,Daisy,10287,3509,2016,November,Tuesday,golden_retriever,Labrador_retriever,doormat,
795464331001561088,Twitter for Iphone,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,13,10,None,46864,22009,2016,November,Monday,golden_retriever,Chesapeake_Bay_retriever,soft-coated_wheaten_terrier,doggo
795400264262053889,Twitter for Iphone,This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ,12,10,Brody,9528,2688,2016,November,Sunday,golden_retriever,Labrador_retriever,tennis_ball,
794926597468000259,Twitter for Iphone,This is Mack. He's rather h*ckin sleepy. Exceptional ears. 12/10 would boop https://t.co/XRPvTPF0VH,12,10,Mack,9699,2165,2016,November,Saturday,teddy,bath_towel,toy_poodle,
794332329137291264,Twitter for Iphone,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,12,10,Nimbus,9149,2542,2016,November,Friday,Samoyed,malamute,Great_Pyrenees,
793962221541933056,Twitter for Iphone,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,12,10,Maximus,15932,4585,2016,November,Wednesday,Labrador_retriever,golden_retriever,Staffordshire_bullterrier,
793845145112371200,Twitter for Iphone,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,13,10,Clark,8783,1750,2016,November,Wednesday,Old_English_sheepdog,Bedlington_terrier,Kerry_blue_terrier,
793601777308463104,Twitter for Iphone,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,12,10,Dobby,7594,1520,2016,November,Tuesday,miniature_pinscher,Chihuahua,toy_terrier,
793500921481273345,Twitter for Iphone,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,12,10,Fiona,10142,2237,2016,November,Tuesday,golden_retriever,Labrador_retriever,Chesapeake_Bay_retriever,
793271401113350145,Twitter for Iphone,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af https://t.co/MgQSdfZGPN,12,10,Dave,8264,2250,2016,November,Tuesday,Siberian_husky,Eskimo_dog,Pembroke,
793256262322548741,Twitter for Iphone,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0,12,10,None,18962,7818,2016,November,Tuesday,basset,Walker_hound,beagle,
793241302385262592,Twitter for Iphone,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,13,10,Tucker,10006,3082,2016,November,Tuesday,golden_retriever,Labrador_retriever,cocker_spaniel,
793226087023144960,Twitter for Iphone,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",11,10,Juno,9294,2722,2016,October,Monday,wire-haired_fox_terrier,Lakeland_terrier,English_springer,
793210959003287553,Twitter for Iphone,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution https://t.co/etL8FHBrh8,10,10,Maude,8490,2614,2016,October,Monday,doormat,French_bulldog,Boston_bull,
793195938047070209,Twitter for Iphone,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,12,10,Lily,14470,5284,2016,October,Monday,Labrador_retriever,golden_retriever,Chihuahua,puppo
793180763617361921,Twitter for Iphone,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,11,10,Newt,6575,1868,2016,October,Monday,Lakeland_terrier,Irish_terrier,Airedale,
793165685325201412,Twitter for Iphone,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,12,10,Benji,8914,2632,2016,October,Monday,golden_retriever,Labrador_retriever,doormat,
793150605191548928,Twitter for Iphone,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,11,10,Nida,5863,1598,2016,October,Monday,Italian_greyhound,bluetick,standard_poodle,
793120401413079041,Twitter for Iphone,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",11,10,Robin,12047,3693,2016,October,Monday,Labrador_retriever,golden_retriever,kuvasz,
792883833364439040,Twitter for Iphone,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 https://t.co/v17mFm0Ftz,12,10,Bailey,10731,4009,2016,October,Monday,jack-o'-lantern,basketball,standard_poodle,
792773781206999040,Twitter for Iphone,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,12,10,Monster,7007,1575,2016,October,Sunday,Yorkshire_terrier,silky_terrier,Australian_terrier,
792394556390137856,Twitter for Iphone,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,12,10,BeBe,12744,4020,2016,October,Saturday,cocker_spaniel,Irish_setter,miniature_poodle,
792050063153438720,Twitter for Iphone,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,11,10,Remus,6788,1674,2016,October,Friday,komondor,swab,Tibetan_terrier,
791672322847637504,Twitter for Iphone,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,13,10,None,11166,2932,2016,October,Thursday,golden_retriever,Labrador_retriever,kuvasz,
791406955684368384,Twitter for Iphone,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,12,10,Levi,12502,3863,2016,October,Wednesday,Pembroke,Cardigan,basenji,
791312159183634433,Twitter for Iphone,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,12,10,Mabel,8335,2369,2016,October,Wednesday,miniature_pinscher,toy_terrier,Doberman,
790987426131050500,Twitter for Iphone,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,12,10,Misty,9318,1992,2016,October,Tuesday,cocker_spaniel,flat-coated_retriever,Newfoundland,
790946055508652032,Twitter for Iphone,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,12,10,Betty,15883,4397,2016,October,Tuesday,dishwasher,golden_retriever,chow,puppo
790698755171364864,Twitter for Iphone,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,12,10,Mosby,7812,1810,2016,October,Monday,Bernese_mountain_dog,EntleBucher,Appenzeller,
790581949425475584,Twitter for Iphone,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,11,10,Duke,19595,6657,2016,October,Monday,refrigerator,malinois,kelpie,
790337589677002753,Twitter for Iphone,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,12,10,Maggie,7430,1770,2016,October,Sunday,Pembroke,Cardigan,toy_terrier,
790277117346975746,Twitter for Iphone,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,11,10,Bruce,11921,2960,2016,October,Sunday,Labrador_retriever,Great_Dane,curly-coated_retriever,
789986466051088384,Twitter for Iphone,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,12,10,Happy,8814,2149,2016,October,Sunday,tub,bathtub,golden_retriever,
789628658055020548,Twitter for Iphone,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,13,10,Eli,7089,1653,2016,October,Saturday,chow,cougar,Pomeranian,
789599242079838210,Twitter for Iphone,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,12,10,Brownie,6393,1798,2016,October,Friday,Chesapeake_Bay_retriever,beagle,Labrador_retriever,
789530877013393408,Twitter for Iphone,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,12,10,Rizzy,11102,3163,2016,October,Friday,schipperke,kelpie,Norwegian_elkhound,
789268448748703744,Twitter for Iphone,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,10,10,Stella,8674,2450,2016,October,Friday,malamute,Siberian_husky,Eskimo_dog,
789137962068021249,Twitter for Iphone,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,12,10,Bo,9237,2611,2016,October,Thursday,Chihuahua,Pekinese,Pembroke,
788908386943430656,Twitter for Iphone,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",11,10,Lucy,26088,11726,2016,October,Thursday,remote_control,oscilloscope,golden_retriever,
788765914992902144,Twitter for Iphone,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,12,10,Butter,25947,9678,2016,October,Wednesday,cocker_spaniel,golden_retriever,jigsaw_puzzle,
788412144018661376,Twitter for Iphone,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,11,10,Dexter,14750,4936,2016,October,Tuesday,golden_retriever,Labrador_retriever,Brittany_spaniel,
788178268662984705,Twitter for Iphone,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,13,10,None,6912,1982,2016,October,Tuesday,Samoyed,Pomeranian,Arctic_fox,
788150585577050112,Twitter for Iphone,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,13,10,Leo,5807,1203,2016,October,Monday,chow,Pomeranian,Chihuahua,
787810552592695296,Twitter for Iphone,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,11,10,Frank,8166,2844,2016,October,Monday,pug,French_bulldog,English_setter,
787717603741622272,Twitter for Iphone,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,13,10,Tonks,9719,2589,2016,October,Sunday,German_shepherd,malinois,kelpie,puppo
787397959788929025,Twitter for Iphone,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,11,10,Moose,10350,2670,2016,October,Saturday,Chihuahua,toy_terrier,miniature_pinscher,
787322443945877504,Twitter for Iphone,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,10,10,Lincoln,7409,1628,2016,October,Saturday,seat_belt,golden_retriever,dingo,
786963064373534720,Twitter for Iphone,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,12,10,Rory,25316,7445,2016,October,Friday,golden_retriever,Saluki,Labrador_retriever,
786709082849828864,Twitter for Iphone,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",75,10,Logan,17386,5740,2016,October,Thursday,Pomeranian,Persian_cat,chow,
786664955043049472,Twitter for Iphone,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",12,10,None,10062,2368,2016,October,Thursday,Leonberg,keeshond,Pomeranian,
786595970293370880,Twitter for Iphone,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,11,10,Dale,8998,2925,2016,October,Thursday,Pembroke,Cardigan,chow,
786363235746385920,Twitter for Iphone,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,13,10,Rizzo,10295,3224,2016,October,Thursday,golden_retriever,Labrador_retriever,Saluki,doggo
786233965241827333,Twitter for Iphone,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,11,10,Mattie,14425,4388,2016,October,Wednesday,Labrador_retriever,schipperke,Staffordshire_bullterrier,
785927819176054784,Twitter for Iphone,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,12,10,Lucy,10827,2993,2016,October,Tuesday,teddy,toy_poodle,chow,
785872687017132033,Twitter for Iphone,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,12,10,Rusty,6355,1674,2016,October,Tuesday,Great_Pyrenees,golden_retriever,Pekinese,
785533386513321988,Twitter for Iphone,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,11,10,Dallas,8603,1843,2016,October,Monday,miniature_pinscher,black-and-tan_coonhound,Rottweiler,
785264754247995392,Twitter for Iphone,This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,12,10,Doc,6913,1521,2016,October,Sunday,teddy,cradle,chow,
